Phenotype,Method,h2model,clumpprune,numberofpca,n_folds,mean_h2,std_h2,median_h2,min_h2,max_h2,CV,fold_SE,CI_lower_fold,CI_upper_fold,SNR_fold,significant_fold,tool_SE_mean,tool_SE_std,tool_SE_min,tool_SE_max,n_folds_with_tool_SE,CI_lower_tool,CI_upper_tool,SNR_tool,significant_tool,mean_variants
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,5,0.0623,0.0024,0.0614,0.0597,0.0661,0.0393,0.0011,0.0602,0.0644,56.9641,Yes,0.0021,0.0,0.002,0.0021,5,0.0582,0.0663,30.1456,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,5,0.0623,0.0024,0.0614,0.0597,0.0661,0.0393,0.0011,0.0602,0.0644,56.9641,Yes,0.0021,0.0,0.002,0.0021,5,0.0582,0.0663,30.1456,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,5,0.0613,0.0023,0.0607,0.0587,0.0648,0.0369,0.001,0.0593,0.0633,60.5507,Yes,0.0021,0.0,0.002,0.0021,5,0.0572,0.0654,29.467,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,5,0.0588,0.002,0.0585,0.0562,0.0617,0.0341,0.0009,0.057,0.0605,65.5609,Yes,0.0021,0.0,0.002,0.0021,5,0.0547,0.0628,28.3092,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,5,0.0564,0.0019,0.0563,0.0539,0.0591,0.033,0.0008,0.0547,0.058,67.7214,Yes,0.0021,0.0,0.002,0.0021,5,0.0523,0.0604,27.374,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,5,0.0544,0.0018,0.0543,0.052,0.057,0.0332,0.0008,0.0528,0.056,67.3438,Yes,0.002,0.0,0.002,0.0021,5,0.0504,0.0584,26.6028,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,5,0.0601,0.0021,0.0597,0.0575,0.0633,0.0354,0.001,0.0582,0.062,63.1989,Yes,0.0021,0.0,0.002,0.0021,5,0.056,0.0642,28.8646,Yes,10590.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_bld.ldak.genotyped.gbr.tagging,no,-,1,0.0655,,0.0655,0.0655,0.0655,,,,,,NA,0.0063,,0.0063,0.0063,1,0.0532,0.0778,10.442,Yes,83996.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_bld.ldak.hapmap.gbr.tagging,no,-,1,0.0715,,0.0715,0.0715,0.0715,,,,,,NA,0.0122,,0.0122,0.0122,1,0.0476,0.0954,5.8652,Yes,42535.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.genotyped.gbr.tagging,no,-,1,0.1465,,0.1465,0.1465,0.1465,,,,,,NA,0.0868,,0.0868,0.0868,1,-0.0235,0.3166,1.6888,No,83996.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.hapmap.gbr.tagging,no,-,1,-0.0718,,-0.0718,-0.0718,-0.0718,,,,,,NA,0.1581,,0.1581,0.1581,1,-0.3817,0.2381,-0.4541,No,42535.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_ldak.thin.genotyped.gbr.tagging,no,-,1,0.0621,,0.0621,0.0621,0.0621,,,,,,NA,0.0033,,0.0033,0.0033,1,0.0556,0.0685,18.8684,Yes,83996.0
hypothyroidism_myxoedema,LDAK-Precomputed-Heritability,LDAK_ldak.thin.hapmap.gbr.tagging,no,-,1,0.0803,,0.0803,0.0803,0.0803,,,,,,NA,0.0083,,0.0083,0.0083,1,0.0641,0.0965,9.7267,Yes,42535.0
hypothyroidism_myxoedema,LDSC-Genotype-Heritability,LDSC_Genotype_Reference,yes,-,5,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0234,0.0,0.0234,0.0234,5,-0.0095,0.0823,1.5556,No,28794.0
hypothyroidism_myxoedema,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_ref_ld_chr,no,-,5,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0234,0.0,0.0234,0.0234,5,-0.0095,0.0823,1.5556,No,28794.0
hypothyroidism_myxoedema,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_w_ld_chr,no,-,5,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0234,0.0,0.0234,0.0234,5,-0.0095,0.0823,1.5556,No,28794.0
hypothyroidism_myxoedema,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_ref_ld_chr,no,-,5,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0234,0.0,0.0234,0.0234,5,-0.0095,0.0823,1.5556,No,28794.0
hypothyroidism_myxoedema,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_w_ld_chr,no,-,5,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0234,0.0,0.0234,0.0234,5,-0.0095,0.0823,1.5556,No,28794.0
hypothyroidism_myxoedema,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.041,0.0002,0.0411,0.0407,0.0412,0.0053,0.0001,0.0409,0.0412,423.8009,Yes,,,,,0,,,,NA,86545.0
hypothyroidism_myxoedema,LDpred-2-Heritability,LDpred-2_full,yes,6,5,0.1464,0.0159,0.1495,0.1229,0.1623,0.1085,0.0071,0.1325,0.1603,20.617,Yes,,,,,0,,,,NA,28790.2
hypothyroidism_myxoedema,LDpred-2-Heritability,LDpred-2_hapmap,no,6,5,0.0276,0.0002,0.0276,0.0273,0.028,0.0087,0.0001,0.0274,0.0278,257.6633,Yes,,,,,0,,,,NA,40322.0
hypothyroidism_myxoedema,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,5,0.0751,0.0356,0.0729,0.024,0.1199,0.4741,0.0159,0.0439,0.1064,4.7165,Yes,,,,,0,,,,NA,13464.6
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype,no,6,5,0.3938,0.3745,0.314,0.0,1.0,0.951,0.1675,0.0655,0.722,2.3513,Yes,0.8197,0.0487,0.7748,0.8959,5,-1.2128,2.0004,0.4804,No,619653.0
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype,yes,6,5,0.2953,0.3307,0.2045,0.0,0.7424,1.1199,0.1479,0.0054,0.5852,1.9966,Yes,0.8683,0.0286,0.839,0.9106,5,-1.4066,1.9972,0.3401,No,181402.6
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.1701,0.2038,0.1002,0.0292,0.5289,1.1976,0.0911,-0.0085,0.3487,1.8671,No,1.0791,0.0412,1.0363,1.1351,5,-1.945,2.2852,0.1577,No,619653.0
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Yes,1.1724,0.0438,1.1359,1.2224,5,-2.2979,2.2979,0.0,No,181402.6
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.3892,0.3007,0.3291,0.101,0.8781,0.7728,0.1345,0.1256,0.6528,2.8936,Yes,1.1002,0.0359,1.0499,1.1503,5,-1.7672,2.5456,0.3537,No,619653.0
irritable_bowel_syndrome,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.0523,0.1168,0.0,0.0,0.2613,2.236,0.0523,-0.0502,0.1547,1.0,No,1.194,0.041,1.156,1.2402,5,-2.2881,2.3926,0.0438,No,181402.6
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype,no,6,5,-0.0007,0.1881,-0.0719,-0.2041,0.294,254.2242,0.0841,-0.1656,0.1641,-0.0088,No,0.4373,0.0289,0.3893,0.46,5,-0.8578,0.8564,-0.0017,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype,yes,6,5,0.0954,0.3796,-0.0365,-0.2474,0.6888,3.9773,0.1697,-0.2373,0.4281,0.5622,No,0.6476,0.0133,0.6318,0.6647,5,-1.1738,1.3647,0.1474,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,5,-0.0164,0.044,-0.0271,-0.0636,0.0313,2.6762,0.0197,-0.055,0.0221,-0.8355,No,0.4532,0.0183,0.4374,0.4814,5,-0.9047,0.8718,-0.0363,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,5,-0.448,0.2318,-0.4829,-0.7913,-0.2111,0.5173,0.1037,-0.6512,-0.2449,-4.3222,No,0.5744,0.0354,0.5128,0.6036,5,-1.5739,0.6779,-0.7799,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.0336,0.112,0.05,-0.0766,0.1892,3.337,0.0501,-0.0646,0.1318,0.6701,No,0.4881,0.0441,0.4524,0.561,5,-0.9231,0.9902,0.0688,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,-0.4124,0.2131,-0.3368,-0.7553,-0.2417,0.5166,0.0953,-0.5992,-0.2257,-4.3283,No,0.586,0.0354,0.5241,0.6092,5,-1.5611,0.7362,-0.7038,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype,no,6,5,0.281,0.3391,0.2093,-0.1043,0.782,1.2066,0.1516,-0.0162,0.5783,1.8532,No,0.6816,0.0516,0.5969,0.7253,5,-1.0549,1.617,0.4123,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,5,0.1171,0.5829,0.192,-0.6159,0.8277,4.9782,0.2607,-0.3938,0.628,0.4492,No,0.8977,0.0267,0.8587,0.9232,5,-1.6423,1.8765,0.1304,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.0558,0.1401,0.0323,-0.1258,0.2601,2.5111,0.0627,-0.067,0.1786,0.8905,No,0.6767,0.0401,0.6365,0.7302,5,-1.2704,1.382,0.0825,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,-0.9162,0.8891,-0.4776,-2.0611,-0.0924,0.9704,0.3976,-1.6955,-0.1368,-2.3042,No,0.6848,0.2012,0.4426,0.8639,5,-2.2583,0.426,-1.3379,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.1878,0.2159,0.1411,-0.0865,0.4938,1.1493,0.0965,-0.0014,0.3771,1.9457,No,0.734,0.0605,0.6667,0.8301,5,-1.2507,1.6264,0.2559,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,-0.7956,0.8609,-0.4099,-1.9584,0.1078,1.082,0.385,-1.5502,-0.041,-2.0666,No,0.7191,0.2001,0.4585,0.9216,5,-2.2052,0.6139,-1.1064,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.1362,0.2193,0.0322,0.0207,0.5269,1.6101,0.0981,-0.056,0.3284,1.3888,No,0.59,0.0371,0.545,0.6397,5,-1.0201,1.2925,0.2308,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.1846,0.2598,0.0347,0.0203,0.6231,1.4075,0.1162,-0.0431,0.4123,1.5887,No,0.6212,0.0119,0.6037,0.6357,5,-1.033,1.4022,0.2971,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.0512,0.0256,0.0418,0.0344,0.096,0.4991,0.0114,0.0288,0.0736,4.4806,Yes,0.7359,0.0157,0.7195,0.7573,5,-1.3911,1.4935,0.0696,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.0147,0.0175,0.0033,0.0005,0.0353,1.1923,0.0078,-0.0007,0.03,1.8754,No,0.8424,0.0163,0.8271,0.8613,5,-1.6365,1.6658,0.0174,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.1051,0.088,0.0702,0.0448,0.2557,0.8372,0.0393,0.028,0.1822,2.6708,Yes,0.7487,0.0172,0.7265,0.7668,5,-1.3624,1.5725,0.1404,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.0154,0.0136,0.0118,0.0008,0.0297,0.8885,0.0061,0.0034,0.0273,2.5168,Yes,0.862,0.0174,0.8409,0.8806,5,-1.6741,1.7048,0.0178,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.5296,0.3642,0.4906,0.1127,0.9026,0.6878,0.1629,0.2103,0.8488,3.251,Yes,0.8199,0.0492,0.7756,0.8983,5,-1.0775,2.1366,0.6459,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.3374,0.2628,0.2125,0.0983,0.7389,0.7787,0.1175,0.1071,0.5677,2.8714,Yes,0.8656,0.0279,0.8369,0.9071,5,-1.3591,2.034,0.3898,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.3059,0.3807,0.1454,0.0189,0.9312,1.2444,0.1702,-0.0278,0.6396,1.797,No,1.0863,0.0301,1.0385,1.1207,5,-1.8233,2.4351,0.2816,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.336,0.4078,0.1021,0.0212,0.918,1.2135,0.1824,-0.0214,0.6935,1.8427,No,1.171,0.0457,1.1293,1.2208,5,-1.9592,2.6312,0.287,No,175690.8
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.487,0.338,0.4375,0.1479,0.946,0.694,0.1511,0.1907,0.7832,3.2219,Yes,1.1071,0.0196,1.0894,1.139,5,-1.6829,2.6568,0.4399,No,598439.4
irritable_bowel_syndrome,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.232,0.2917,0.1227,0.0165,0.7268,1.2577,0.1305,-0.0238,0.4877,1.7779,No,1.1924,0.0442,1.1556,1.2447,5,-2.1051,2.569,0.1945,No,175690.8
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype,no,6,4,0.0295,0.0001,0.0295,0.0293,0.0296,0.0049,0.0001,0.0293,0.0296,408.9439,Yes,0.003,0.0,0.003,0.003,4,0.0236,0.0354,9.8223,Yes,552330.25
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype,yes,6,4,0.0866,0.0002,0.0866,0.0863,0.0867,0.0021,0.0001,0.0864,0.0868,945.6022,Yes,0.0015,0.0,0.0015,0.0016,4,0.0836,0.0896,56.2305,Yes,175412.25
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype_covariate,no,6,4,0.0291,0.0001,0.0291,0.0289,0.0292,0.0045,0.0001,0.0289,0.0292,443.4618,Yes,0.0656,0.0013,0.064,0.0667,4,-0.0995,0.1576,0.4433,No,552330.25
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,4,0.0655,0.0256,0.0738,0.03,0.0845,0.3912,0.0128,0.0404,0.0906,5.113,Yes,0.195,0.1128,0.0324,0.2714,4,-0.3168,0.4478,0.336,No,103672.25
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,4,0.0295,0.0002,0.0295,0.0293,0.0298,0.0081,0.0001,0.0293,0.0297,247.0342,Yes,0.0681,0.0015,0.0668,0.0701,4,-0.1041,0.1631,0.433,No,552330.25
irritable_bowel_syndrome,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,4,0.0784,0.0152,0.0858,0.0556,0.0863,0.194,0.0076,0.0635,0.0933,10.3082,Yes,0.2404,0.0814,0.1184,0.2832,4,-0.3929,0.5496,0.326,No,159773.75
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,5,0.0869,0.0002,0.0868,0.0867,0.0873,0.0026,0.0001,0.0867,0.0871,859.9815,Yes,0.0014,0.0,0.0014,0.0014,5,0.0841,0.0896,61.586,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,5,0.0869,0.0002,0.0868,0.0867,0.0873,0.0026,0.0001,0.0867,0.0871,859.9815,Yes,0.0014,0.0,0.0014,0.0014,5,0.0841,0.0896,61.586,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,5,0.0859,0.0002,0.0857,0.0857,0.0862,0.0027,0.0001,0.0857,0.0861,835.5853,Yes,0.0014,0.0,0.0014,0.0014,5,0.0832,0.0885,62.94,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,5,0.0775,0.0002,0.0774,0.0773,0.0778,0.0028,0.0001,0.0773,0.0777,788.4213,Yes,0.0013,0.0,0.0013,0.0013,5,0.0749,0.08,59.1458,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,5,0.0692,0.0002,0.0692,0.0691,0.0695,0.0028,0.0001,0.0691,0.0694,798.0011,Yes,0.0013,0.0,0.0013,0.0013,5,0.0668,0.0717,54.8855,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,5,0.0633,0.0002,0.0633,0.0631,0.0635,0.0026,0.0001,0.0632,0.0634,861.5987,Yes,0.0012,0.0,0.0012,0.0012,5,0.0609,0.0657,51.5182,Yes,180928.2
irritable_bowel_syndrome,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,5,0.082,0.0002,0.0819,0.0818,0.0824,0.0028,0.0001,0.0818,0.0822,806.3842,Yes,0.0013,0.0,0.0013,0.0013,5,0.0794,0.0846,61.3157,Yes,180928.2
irritable_bowel_syndrome,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.0605,0.0002,0.0605,0.0603,0.0608,0.0033,0.0001,0.0603,0.0607,677.938,Yes,,,,,0,,,,NA,576983.0
irritable_bowel_syndrome,LDpred-2-Heritability,LDpred-2_full,yes,6,5,0.1075,0.0081,0.1095,0.099,0.1169,0.0758,0.0036,0.1004,0.1147,29.5157,Yes,,,,,0,,,,NA,181200.4
irritable_bowel_syndrome,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,0,,,,,,,,,,,NA,,,,,0,,,,NA,
migraine,GCTA-Heritability,GCTA_genotype,no,6,5,0.0882,0.0836,0.118,0.0,0.181,0.9476,0.0374,0.0149,0.1615,2.3596,Yes,0.7543,0.0213,0.7248,0.7816,5,-1.3902,1.5667,0.117,No,619653.0
migraine,GCTA-Heritability,GCTA_genotype,yes,6,5,0.5583,0.5167,0.7916,0.0,1.0,0.9255,0.2311,0.1054,1.0113,2.4161,Yes,0.8755,0.023,0.8496,0.9035,5,-1.1576,2.2742,0.6377,No,174871.2
migraine,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.2361,0.2546,0.18,0.0,0.5504,1.0782,0.1138,0.013,0.4592,2.0738,Yes,1.0409,0.0709,0.9369,1.1053,5,-1.8041,2.2763,0.2268,No,619653.0
migraine,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.4819,0.5016,0.4097,0.0,1.0,1.0409,0.2243,0.0422,0.9216,2.1483,Yes,1.1635,0.032,1.1089,1.193,5,-1.7986,2.7625,0.4142,No,174871.2
migraine,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.186,0.2065,0.1792,0.0,0.4969,1.1098,0.0923,0.0051,0.367,2.0148,Yes,1.0606,0.0794,0.938,1.1342,5,-1.8928,2.2649,0.1754,No,619653.0
migraine,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.4751,0.5031,0.3755,0.0,1.0,1.0589,0.225,0.0341,0.9161,2.1117,Yes,1.1906,0.0313,1.1368,1.2186,5,-1.8586,2.8088,0.399,No,174871.2
migraine,Gemma1-Heritability,HE regression_centered_genotype,no,6,5,-0.1683,0.1866,-0.2538,-0.3039,0.1489,1.1086,0.0835,-0.3319,-0.0048,-2.0171,No,0.4829,0.0455,0.4501,0.5608,5,-1.1148,0.7781,-0.3486,No,598475.6
migraine,Gemma1-Heritability,HE regression_centered_genotype,yes,6,5,-0.6656,0.6092,-0.5566,-1.5377,0.0259,0.9153,0.2724,-1.1995,-0.1316,-2.443,No,0.605,0.0181,0.5805,0.6263,5,-1.8513,0.5202,-1.1002,No,169812.2
migraine,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,5,-0.2689,0.3643,-0.3679,-0.7036,0.2782,1.3547,0.1629,-0.5883,0.0504,-1.6506,No,0.4437,0.1124,0.3179,0.6215,5,-1.1385,0.6006,-0.6062,No,598475.6
migraine,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,5,-0.8208,0.4892,-0.6629,-1.6145,-0.4154,0.596,0.2188,-1.2496,-0.392,-3.7517,No,0.527,0.0724,0.4391,0.623,5,-1.8537,0.2122,-1.5573,No,169812.2
migraine,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,-0.3079,0.3272,-0.3971,-0.6118,0.2002,1.0625,0.1463,-0.5947,-0.0211,-2.1045,No,0.4391,0.1006,0.3347,0.5967,5,-1.1686,0.5528,-0.7012,No,598475.6
migraine,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,-0.8157,0.4412,-0.7081,-1.5389,-0.4421,0.5408,0.1973,-1.2024,-0.429,-4.1346,No,0.5297,0.0675,0.4466,0.615,5,-1.8539,0.2225,-1.54,No,169812.2
migraine,Gemma1-Heritability,HE regression_standardized_genotype,no,6,5,-0.1203,0.2509,-0.109,-0.5355,0.0846,2.0861,0.1122,-0.3402,0.0997,-1.0719,No,0.7189,0.0346,0.6843,0.7725,5,-1.5294,1.2888,-0.1673,No,598475.6
migraine,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,5,0.1495,1.2604,0.7077,-1.588,1.3092,8.4322,0.5637,-0.9553,1.2543,0.2652,No,0.8588,0.016,0.8417,0.8805,5,-1.5338,1.8328,0.1741,No,169812.2
migraine,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,5,-0.0915,0.4575,-0.0902,-0.7112,0.455,5.0009,0.2046,-0.4925,0.3095,-0.4471,No,0.7169,0.1472,0.5211,0.9092,5,-1.4965,1.3136,-0.1276,No,598475.6
migraine,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.1339,0.9299,0.3697,-1.0723,0.9811,6.945,0.4159,-0.6812,0.949,0.322,No,0.8988,0.1668,0.709,1.0367,5,-1.6277,1.8954,0.149,No,169812.2
migraine,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,-0.1289,0.381,-0.0626,-0.527,0.3524,2.9562,0.1704,-0.4628,0.2051,-0.7564,No,0.7192,0.1358,0.5607,0.8845,5,-1.5385,1.2807,-0.1792,No,598475.6
migraine,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.1389,0.9303,0.3382,-1.0493,1.0959,6.6959,0.4161,-0.6765,0.9544,0.3339,No,0.9163,0.1746,0.72,1.0582,5,-1.6569,1.9348,0.1516,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.0397,0.0466,0.0185,0.0085,0.1204,1.1724,0.0208,-0.0011,0.0805,1.9073,No,0.5237,0.0246,0.4929,0.5459,5,-0.9866,1.0661,0.0758,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.009,0.011,0.0048,0.0,0.0258,1.2228,0.0049,-0.0006,0.0186,1.8287,No,0.6542,0.0181,0.6317,0.6747,5,-1.2733,1.2912,0.0137,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.0765,0.1193,0.0131,0.0004,0.2838,1.5599,0.0534,-0.0281,0.1811,1.4335,No,0.7435,0.0791,0.6353,0.8269,5,-1.3807,1.5337,0.1029,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.0041,0.0052,0.0008,0.0,0.0113,1.2596,0.0023,-0.0004,0.0086,1.7753,No,0.8472,0.022,0.8177,0.8644,5,-1.6564,1.6646,0.0048,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.0569,0.0919,0.0101,0.0008,0.2171,1.6165,0.0411,-0.0237,0.1374,1.3833,No,0.7533,0.0871,0.6295,0.8385,5,-1.4196,1.5333,0.0755,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.0035,0.004,0.0011,0.0,0.0089,1.161,0.0018,-0.0001,0.007,1.9259,No,0.8659,0.0204,0.8416,0.8835,5,-1.6937,1.7006,0.004,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.4325,0.4908,0.0823,0.0627,0.9721,1.1347,0.2195,0.0023,0.8626,1.9705,Yes,0.775,0.0392,0.713,0.8121,5,-1.0865,1.9515,0.558,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.1806,0.2763,0.0569,0.0277,0.671,1.5297,0.1236,-0.0616,0.4229,1.4618,No,0.8811,0.0209,0.8531,0.9042,5,-1.5464,1.9077,0.205,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.3936,0.3602,0.3013,0.0989,0.984,0.9151,0.1611,0.0779,0.7094,2.4435,Yes,1.0546,0.0521,0.9964,1.115,5,-1.6734,2.4606,0.3733,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.1208,0.1357,0.0922,0.0139,0.3463,1.1236,0.0607,0.0018,0.2397,1.9901,Yes,1.1681,0.0321,1.1112,1.188,5,-2.1686,2.4102,0.1034,No,169812.2
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.3371,0.3769,0.1167,0.1054,0.9801,1.1182,0.1686,0.0067,0.6674,1.9997,Yes,1.0738,0.0553,1.0184,1.1358,5,-1.7677,2.4418,0.3139,No,598475.6
migraine,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.1526,0.1142,0.1337,0.0157,0.3162,0.7479,0.0511,0.0526,0.2527,2.9898,Yes,1.1982,0.0338,1.1383,1.2193,5,-2.1958,2.5011,0.1274,No,169812.2
migraine,Gemma2-Heritability,HE regression_genotype,no,6,4,0.002,0.0,0.002,0.002,0.002,0.0057,0.0,0.002,0.002,352.3004,Yes,0.0008,0.0,0.0008,0.0008,4,0.0004,0.0036,2.4719,Yes,535183.75
